F, SD, SB, SC, SE
3362, 0.25, 1.76, 4.9, 0.38
3363, 0.25, 1.76, 4.91, 0.38
3364, 0.25, 1.76, 4.91, 0.38
3365, 0.25, 1.77, 4.92, 0.38
3366, 0.25, 1.77, 4.92, 0.38
3367, 0.25, 1.77, 4.93, 0.38
3368, 0.25, 1.77, 4.94, 0.38
3369, 0.25, 1.77, 4.94, 0.38
3370, 0.25, 1.78, 4.95, 0.38
3371, 0.25, 1.78, 4.96, 0.38
3372, 0.25, 1.78, 4.96, 0.38
3373, 0.25, 1.78, 4.97, 0.38
3374, 0.26, 1.79, 4.97, 0.38
3375, 0.26, 1.79, 4.98, 0.38
3376, 0.26, 1.79, 4.99, 0.38
3377, 0.26, 1.79, 4.99, 0.38
3378, 0.26, 1.79, 5.0, 0.38
3379, 0.26, 1.8, 5.01, 0.39
3380, 0.26, 1.8, 5.01, 0.39
3381, 0.26, 1.8, 5.02, 0.39
3382, 0.26, 1.8, 5.03, 0.39
3383, 0.26, 1.81, 5.03, 0.39
3384, 0.26, 1.81, 5.04, 0.39
3385, 0.26, 1.81, 5.05, 0.39
3386, 0.26, 1.68, 5.05, 0.39
3387, 0.26, 1.69, 5.06, 0.39
3388, 0.26, 1.69, 5.06, 0.39
3389, 0.26, 1.69, 5.07, 0.39
3390, 0.26, 1.69, 5.08, 0.39
3391, 0.26, 1.69, 5.08, 0.39
3392, 0.26, 1.7, 5.09, 0.39
3393, 0.26, 1.7, 5.1, 0.39
3394, 0.26, 1.7, 5.1, 0.39
3395, 0.26, 1.7, 5.11, 0.39
3396, 0.26, 1.71, 5.12, 0.39
3397, 0.26, 1.71, 5.12, 0.39
3398, 0.26, 1.71, 5.13, 0.39
3399, 0.26, 1.71, 5.14, 0.4
3400, 0.26, 1.72, 5.15, 0.4
3401, 0.26, 1.72, 5.15, 0.4
3402, 0.26, 1.72, 5.16, 0.4
3403, 0.26, 1.72, 5.17, 0.4
3404, 0.27, 1.72, 5.17, 0.4
3405, 0.27, 1.73, 5.18, 0.4
3406, 0.27, 1.73, 5.19, 0.4
3407, 0.27, 1.73, 5.19, 0.4
3408, 0.27, 1.73, 5.2, 0.4
3409, 0.27, 1.74, 5.21, 0.4
3410, 0.27, 1.74, 5.21, 0.4
3411, 0.27, 1.74, 5.22, 0.4
3412, 0.27, 1.74, 5.23, 0.4
3413, 0.27, 1.74, 5.23, 0.4
3414, 0.27, 1.75, 5.24, 0.4
3415, 0.27, 1.75, 5.25, 0.4
3416, 0.27, 1.75, 5.26, 0.4
3417, 0.27, 1.75, 5.26, 0.4
3418, 0.27, 1.76, 5.27, 0.41
3419, 0.27, 1.76, 5.28, 0.41
3420, 0.27, 1.76, 5.28, 0.41
3421, 0.27, 1.76, 5.29, 0.41
3422, 0.27, 1.77, 5.3, 0.41
3423, 0.27, 1.77, 5.31, 0.41
3424, 0.27, 1.77, 5.31, 0.41
3425, 0.27, 1.77, 5.32, 0.41
3426, 0.27, 1.78, 5.33, 0.41
3427, 0.27, 1.78, 5.34, 0.41
3428, 0.27, 1.78, 5.34, 0.41
3429, 0.27, 1.78, 5.35, 0.41
3430, 0.27, 1.79, 5.36, 0.41
3431, 0.28, 1.79, 5.36, 0.41
3432, 0.28, 1.79, 5.37, 0.41
3433, 0.28, 1.79, 5.38, 0.41
3434, 0.28, 1.66, 5.39, 0.41
3435, 0.28, 1.66, 5.39, 0.41
3436, 0.28, 1.66, 5.4, 0.42
3437, 0.28, 1.66, 5.41, 0.42
3438, 0.28, 1.67, 5.42, 0.42
3439, 0.28, 1.67, 5.42, 0.42
3440, 0.28, 1.67, 5.43, 0.42
3441, 0.28, 1.67, 5.44, 0.42
3442, 0.28, 1.68, 4.89, 0.42
3443, 0.28, 1.68, 4.48, 0.42
3444, 0.28, 1.68, 4.48, 0.42
3445, 0.28, 1.68, 4.49, 0.42
3446, 0.28, 1.69, 4.49, 0.42
3447, 0.28, 1.55, 4.36, 0.42
3448, 0.28, 1.55, 4.23, 0.42
3449, 0.28, 1.55, 4.09, 0.42
3450, 0.28, 1.55, 3.95, 0.42
3451, 0.28, 1.56, 3.82, 0.42
3452, 0.28, 1.56, 3.68, 0.42
3453, 0.28, 1.56, 3.55, 0.43
3454, 0.28, 1.56, 3.41, 0.43
3455, 0.28, 1.56, 3.27, 0.43
3456, 0.28, 1.57, 3.28, 0.43
3457, 0.29, 1.57, 3.28, 0.43
3458, 0.29, 1.57, 3.29, 0.43
3459, 0.29, 1.57, 3.29, 0.43
3460, 0.29, 1.58, 3.3, 0.43
3461, 0.29, 1.58, 3.3, 0.43
3462, 0.29, 1.58, 3.3, 0.43
3463, 0.29, 1.58, 3.31, 0.43
3464, 0.29, 1.59, 3.31, 0.43
3465, 0.29, 1.59, 3.32, 0.43
3466, 0.29, 1.59, 3.32, 0.43
3467, 0.29, 1.59, 3.33, 0.43
3468, 0.29, 1.59, 3.33, 0.43
3469, 0.29, 1.6, 3.34, 0.44
3470, 0.29, 1.6, 3.34, 0.44
3471, 0.29, 1.6, 3.35, 0.44
3472, 0.29, 1.6, 3.35, 0.44
3473, 0.29, 1.61, 3.36, 0.44
3474, 0.29, 1.61, 3.36, 0.44
3475, 0.29, 1.61, 3.37, 0.44
3476, 0.15, 1.61, 3.37, 0.44
3477, 0.15, 1.62, 3.38, 0.44
3478, 0.15, 1.62, 3.38, 0.44
3479, 0.15, 1.62, 3.39, 0.44
3480, 0.15, 1.62, 3.39, 0.44
3481, 0.15, 1.62, 3.4, 0.44
3482, 0.15, 1.63, 3.4, 0.44
3483, 0.15, 1.63, 3.41, 0.44
3484, 0.15, 1.63, 3.41, 0.45
3485, 0.15, 1.63, 3.42, 0.45
3486, 0.15, 1.64, 3.42, 0.45
3487, 0.15, 1.64, 3.43, 0.45
3488, 0.15, 1.64, 3.43, 0.45
3489, 0.15, 1.64, 3.44, 0.45
3490, 0.15, 1.65, 3.44, 0.45
3491, 0.15, 1.65, 3.45, 0.45
3492, 0.15, 1.65, 3.45, 0.45
3493, 0.15, 1.65, 3.46, 0.45
3494, 0.15, 1.66, 3.46, 0.45
3495, 0.15, 1.66, 3.47, 0.45
3496, 0.15, 1.66, 3.47, 0.45
3497, 0.15, 1.66, 3.48, 0.45
3498, 0.15, 1.67, 3.48, 0.45
3499, 0.15, 1.67, 3.49, 0.46
3500, 0.15, 1.67, 3.5, 0.46
3501, 0.15, 1.67, 3.5, 0.46
3502, 0.15, 1.68, 3.51, 0.46
3503, 0.15, 1.68, 3.51, 0.46
3504, 0.15, 1.68, 3.52, 0.46
3505, 0.15, 1.68, 3.52, 0.46
3506, 0.15, 1.69, 3.53, 0.46
3507, 0.15, 1.69, 3.53, 0.46
3508, 0.15, 1.69, 3.54, 0.46
3509, 0.15, 1.69, 3.54, 0.46
3510, 0.15, 1.7, 3.55, 0.46
3511, 0.15, 1.7, 3.55, 0.46
3512, 0.15, 1.7, 3.56, 0.46
3513, 0.16, 1.71, 3.57, 0.47
3514, 0.16, 1.71, 3.57, 0.47
3515, 0.16, 1.71, 3.58, 0.47
3516, 0.16, 1.71, 3.58, 0.47
3517, 0.16, 1.72, 3.59, 0.47
3518, 0.16, 1.72, 3.59, 0.47
3519, 0.16, 1.72, 3.6, 0.47
3520, 0.16, 1.72, 3.61, 0.47
3521, 0.16, 1.73, 3.61, 0.47
3522, 0.16, 1.73, 3.62, 0.47
3523, 0.16, 1.73, 3.62, 0.47
3524, 0.16, 1.74, 3.63, 0.47
3525, 0.16, 1.74, 3.63, 0.47
3526, 0.16, 1.74, 3.64, 0.47
3527, 0.16, 1.74, 3.65, 0.48
3528, 0.16, 1.75, 3.65, 0.48
3529, 0.16, 1.75, 3.66, 0.48
3530, 0.16, 1.75, 3.66, 0.48
3531, 0.16, 1.75, 3.67, 0.48
3532, 0.16, 1.76, 3.67, 0.48
3533, 0.16, 1.76, 3.68, 0.48
3534, 0.16, 1.76, 3.69, 0.48
3535, 0.16, 1.77, 3.69, 0.48
3536, 0.16, 1.77, 3.7, 0.48
3537, 0.16, 1.77, 3.7, 0.48
3538, 0.16, 1.77, 3.71, 0.48
3539, 0.16, 1.78, 3.72, 0.48
3540, 0.16, 1.78, 3.72, 0.49
3541, 0.16, 1.78, 3.73, 0.49
3542, 0.16, 1.79, 3.73, 0.49
3543, 0.16, 1.79, 3.74, 0.49
3544, 0.16, 1.79, 3.75, 0.49
3545, 0.16, 1.79, 3.75, 0.49
3546, 0.16, 1.8, 3.76, 0.49
3547, 0.16, 1.8, 3.76, 0.49
3548, 0.16, 1.8, 3.77, 0.49
3549, 0.16, 1.81, 3.78, 0.49
3550, 0.16, 1.81, 3.78, 0.49
3551, 0.16, 1.81, 3.79, 0.49
3552, 0.17, 1.82, 3.8, 0.5
3553, 0.17, 1.82, 3.8, 0.5
3554, 0.17, 1.82, 3.81, 0.5
3555, 0.17, 1.82, 3.81, 0.5
3556, 0.17, 1.83, 3.82, 0.5
3557, 0.17, 1.83, 3.83, 0.5
3558, 0.17, 1.83, 3.83, 0.5
3559, 0.17, 1.84, 3.84, 0.5
3560, 0.17, 1.84, 3.85, 0.5
3561, 0.17, 1.84, 3.85, 0.5
3562, 0.17, 1.85, 3.86, 0.5
3563, 0.17, 1.85, 3.87, 0.5
3564, 0.17, 1.85, 3.87, 0.51
3565, 0.17, 1.85, 3.88, 0.51
3566, 0.17, 1.86, 3.89, 0.51
3567, 0.17, 1.86, 3.89, 0.51
3568, 0.17, 1.86, 3.9, 0.51
3569, 0.17, 1.87, 3.9, 0.51
3570, 0.17, 1.87, 3.91, 0.51
3571, 0.17, 1.87, 3.92, 0.51
3572, 0.17, 1.88, 3.92, 0.51
3573, 0.17, 1.88, 3.93, 0.51
3574, 0.17, 1.88, 3.94, 0.51
3575, 0.17, 1.89, 3.95, 0.51
3576, 0.17, 1.89, 3.95, 0.52
3577, 0.17, 1.89, 3.96, 0.52
3578, 0.17, 1.9, 3.97, 0.52
3579, 0.17, 1.9, 3.97, 0.52
3580, 0.17, 1.9, 3.98, 0.52
3581, 0.17, 1.91, 3.99, 0.52
3582, 0.17, 1.91, 3.99, 0.52
3583, 0.17, 1.91, 4.0, 0.52
3584, 0.17, 1.92, 4.01, 0.52
3585, 0.17, 1.92, 4.01, 0.52
3586, 0.17, 1.92, 4.02, 0.52
3587, 0.18, 1.93, 4.03, 0.53
3588, 0.18, 1.93, 4.04, 0.53
3589, 0.18, 1.93, 4.04, 0.53
3590, 0.18, 1.94, 4.05, 0.53
3591, 0.18, 1.94, 4.06, 0.53
3592, 0.18, 1.94, 4.06, 0.53
3593, 0.18, 1.95, 4.07, 0.53
3594, 0.18, 1.95, 4.08, 0.53
3595, 0.18, 1.95, 4.09, 0.53
3596, 0.18, 1.78, 4.09, 0.53
3597, 0.18, 1.78, 4.1, 0.53
3598, 0.18, 1.79, 4.11, 0.54
3599, 0.18, 1.79, 4.11, 0.54
3600, 0.18, 1.79, 4.12, 0.54
3601, 0.18, 1.8, 4.13, 0.54
3602, 0.18, 1.8, 4.14, 0.54
3603, 0.18, 1.8, 4.14, 0.54
3604, 0.18, 1.81, 4.15, 0.54
3605, 0.18, 1.81, 4.16, 0.54
3606, 0.18, 1.81, 4.17, 0.54
3607, 0.18, 1.81, 4.17, 0.54
3608, 0.18, 1.82, 4.18, 0.55
3609, 0.18, 1.82, 4.19, 0.55
3610, 0.18, 1.82, 4.2, 0.55
3611, 0.18, 1.83, 4.2, 0.55
3612, 0.18, 1.83, 4.21, 0.55
3613, 0.18, 1.83, 4.22, 0.55
3614, 0.18, 1.84, 4.23, 0.55
3615, 0.18, 1.84, 4.24, 0.55
3616, 0.18, 1.85, 4.24, 0.55
3617, 0.18, 1.85, 4.25, 0.55
3618, 0.19, 1.85, 4.26, 0.56
3619, 0.19, 1.86, 4.27, 0.56
3620, 0.19, 1.86, 4.28, 0.56
3621, 0.19, 1.86, 4.28, 0.56
3622, 0.19, 1.87, 4.29, 0.56
3623, 0.19, 1.87, 4.3, 0.56
3624, 0.19, 1.87, 4.31, 0.56
3625, 0.19, 1.88, 4.32, 0.56
3626, 0.19, 1.88, 4.32, 0.56
3627, 0.19, 1.88, 4.33, 0.56
3628, 0.19, 1.89, 4.34, 0.57
3629, 0.19, 1.89, 4.35, 0.57
3630, 0.19, 1.89, 4.36, 0.57
3631, 0.19, 1.9, 4.36, 0.57
3632, 0.19, 1.9, 4.37, 0.57
3633, 0.19, 1.9, 4.38, 0.57
3634, 0.19, 1.91, 4.39, 0.57
3635, 0.19, 1.91, 4.4, 0.57
3636, 0.19, 1.92, 4.41, 0.57
3637, 0.19, 1.92, 4.41, 0.58
3638, 0.19, 1.92, 4.42, 0.58
3639, 0.19, 1.93, 4.43, 0.58
3640, 0.19, 1.93, 4.44, 0.58
3641, 0.19, 1.93, 4.45, 0.58
3642, 0.19, 1.94, 4.46, 0.58
3643, 0.19, 1.94, 4.47, 0.58
3644, 0.19, 1.95, 4.47, 0.58
3645, 0.19, 1.95, 4.48, 0.58
3646, 0.2, 1.95, 4.49, 0.59
3647, 0.2, 1.96, 4.5, 0.59
3648, 0.2, 1.96, 4.51, 0.59
3649, 0.2, 1.96, 4.52, 0.59
3650, 0.2, 1.97, 4.53, 0.59
3651, 0.2, 1.97, 4.54, 0.59
3652, 0.2, 1.98, 4.55, 0.59
3653, 0.2, 1.78, 4.55, 0.59
3654, 0.2, 1.79, 4.56, 0.6
3655, 0.2, 1.79, 4.57, 0.6
3656, 0.2, 1.79, 4.58, 0.6
3657, 0.2, 1.8, 4.59, 0.6
3658, 0.2, 1.8, 4.6, 0.6
3659, 0.2, 1.8, 4.61, 0.6
3660, 0.2, 1.81, 4.62, 0.6
3661, 0.2, 1.81, 4.63, 0.6
3662, 0.2, 1.81, 4.64, 0.6
3663, 0.2, 1.82, 4.65, 0.61
3664, 0.2, 1.82, 4.66, 0.61
3665, 0.2, 1.83, 4.67, 0.61
3666, 0.2, 1.63, 4.67, 0.61
3667, 0.2, 1.63, 4.68, 0.61
3668, 0.2, 1.63, 4.69, 0.61
3669, 0.2, 1.64, 4.7, 0.61
3670, 0.2, 1.64, 4.71, 0.61
3671, 0.21, 1.64, 4.72, 0.62
3672, 0.21, 1.65, 4.73, 0.62
3673, 0.21, 1.65, 4.74, 0.62
3674, 0.21, 1.65, 4.75, 0.62
3675, 0.21, 1.66, 4.76, 0.62
3676, 0.21, 1.66, 4.77, 0.62
3677, 0.21, 1.66, 4.78, 0.62
3678, 0.21, 1.67, 4.79, 0.63
3679, 0.21, 1.67, 4.8, 0.63
3680, 0.21, 1.67, 4.81, 0.63
3681, 0.21, 1.68, 4.82, 0.63
3682, 0.21, 1.68, 4.83, 0.63
3683, 0.21, 1.68, 4.84, 0.63
3684, 0.21, 1.69, 4.85, 0.63
3685, 0.21, 1.69, 4.86, 0.63
3686, 0.21, 1.69, 4.87, 0.64
3687, 0.21, 1.7, 4.88, 0.64
3688, 0.21, 1.7, 4.89, 0.64
3689, 0.21, 1.71, 4.9, 0.64
3690, 0.21, 1.71, 4.91, 0.64
3691, 0.21, 1.71, 4.93, 0.64
3692, 0.21, 1.72, 4.94, 0.64
3693, 0.22, 1.72, 4.95, 0.65
3694, 0.22, 1.72, 4.96, 0.65
3695, 0.22, 1.73, 4.97, 0.65
3696, 0.22, 1.73, 4.98, 0.65
3697, 0.22, 1.74, 4.99, 0.65
3698, 0.22, 1.74, 5.0, 0.65
3699, 0.22, 1.74, 5.01, 0.65
3700, 0.22, 1.75, 5.02, 0.66
3701, 0.22, 1.75, 5.03, 0.66
3702, 0.22, 1.75, 5.04, 0.66
3703, 0.22, 1.76, 5.05, 0.66
3704, 0.22, 1.76, 5.07, 0.66
3705, 0.22, 1.77, 5.08, 0.66
3706, 0.22, 1.77, 5.09, 0.66
3707, 0.22, 1.77, 5.1, 0.67
3708, 0.22, 1.78, 5.11, 0.67
3709, 0.22, 1.78, 5.12, 0.67
3710, 0.22, 1.79, 5.13, 0.67
3711, 0.22, 1.79, 5.15, 0.67
3712, 0.22, 1.79, 5.16, 0.67
3713, 0.22, 1.8, 5.17, 0.67
3714, 0.23, 1.8, 5.18, 0.68
3715, 0.23, 1.81, 5.19, 0.68
3716, 0.23, 1.81, 5.2, 0.68
3717, 0.23, 1.81, 5.22, 0.68
3718, 0.23, 1.82, 5.23, 0.68
3719, 0.23, 1.82, 5.24, 0.68
3720, 0.23, 1.83, 5.25, 0.68
3721, 0.23, 1.83, 5.26, 0.69
3722, 0.23, 1.83, 5.28, 0.69
3723, 0.23, 1.84, 5.29, 0.69
3724, 0.23, 1.84, 5.3, 0.69
3725, 0.23, 1.85, 5.31, 0.69
3726, 0.23, 1.85, 5.32, 0.69
3727, 0.23, 1.86, 5.34, 0.7
3728, 0.23, 1.86, 5.35, 0.7
3729, 0.23, 1.86, 5.36, 0.7
3730, 0.23, 1.87, 5.37, 0.7
3731, 0.23, 1.64, 5.39, 0.7
3732, 0.23, 1.64, 5.4, 0.7
3733, 0.24, 1.65, 5.41, 0.71
3734, 0.24, 1.65, 5.42, 0.71
3735, 0.24, 1.65, 5.44, 0.71
3736, 0.24, 1.66, 5.45, 0.71
3737, 0.24, 1.66, 5.46, 0.71
3738, 0.24, 1.67, 5.48, 0.71
3739, 0.24, 1.67, 5.49, 0.72
3740, 0.24, 1.44, 5.5, 0.72
3741, 0.24, 1.44, 5.52, 0.72
3742, 0.24, 1.44, 5.53, 0.72
3743, 0.24, 1.2, 5.54, 0.72
3744, 0.24, 1.21, 5.56, 0.72
3745, 0.24, 1.21, 5.57, 0.73
3746, 0.24, 1.21, 5.58, 0.73
3747, 0.24, 1.22, 5.6, 0.73
3748, 0.24, 1.22, 5.61, 0.73
3749, 0.24, 1.22, 5.62, 0.73
3750, 0.25, 1.23, 5.64, 0.74
3751, 0.25, 1.23, 5.65, 0.74
3752, 0.25, 1.23, 5.67, 0.74
3753, 0.25, 1.23, 5.68, 0.74
3754, 0.25, 1.24, 5.69, 0.74
3755, 0.25, 1.24, 5.71, 0.74
3756, 0.25, 1.24, 5.72, 0.75
3757, 0.25, 1.25, 5.74, 0.75
3758, 0.25, 1.25, 5.75, 0.75
3759, 0.25, 1.25, 5.76, 0.75
3760, 0.25, 1.26, 5.78, 0.75
3761, 0.25, 1.26, 5.79, 0.76
3762, 0.25, 1.26, 5.81, 0.76
3763, 0.25, 1.27, 5.82, 0.76
3764, 0.25, 1.27, 5.84, 0.76
3765, 0.25, 1.27, 5.85, 0.76
3766, 0.26, 1.28, 5.87, 0.77
3767, 0.26, 1.28, 5.88, 0.77
3768, 0.26, 1.28, 5.9, 0.77
3769, 0.26, 1.29, 5.91, 0.77
3770, 0.26, 1.29, 5.93, 0.77
3771, 0.26, 1.29, 5.94, 0.78
3772, 0.26, 1.3, 5.96, 0.78
3773, 0.26, 1.3, 5.97, 0.78
3774, 0.26, 1.3, 5.99, 0.78
3775, 0.26, 1.31, 6.01, 0.78
3776, 0.26, 1.31, 6.02, 0.79
3777, 0.26, 1.31, 6.04, 0.79
3778, 0.26, 1.32, 6.05, 0.79
3779, 0.26, 1.32, 6.07, 0.79
3780, 0.26, 1.32, 6.08, 0.79
3781, 0.27, 1.33, 6.1, 0.8
3782, 0.27, 1.33, 6.12, 0.8
3783, 0.27, 1.33, 6.13, 0.8
3784, 0.27, 1.34, 6.15, 0.8
3785, 0.27, 1.34, 6.17, 0.8
3786, 0.27, 1.34, 6.18, 0.81
3787, 0.27, 1.35, 6.2, 0.81
3788, 0.27, 1.35, 6.22, 0.81
3789, 0.27, 1.36, 6.23, 0.81
3790, 0.27, 1.36, 6.25, 0.82
3791, 0.27, 1.36, 6.27, 0.82
3792, 0.27, 1.37, 6.28, 0.82
3793, 0.27, 1.37, 6.3, 0.82
3794, 0.27, 1.37, 6.32, 0.82
3795, 0.28, 1.38, 6.34, 0.83
3796, 0.28, 1.38, 6.35, 0.83
3797, 0.28, 1.39, 6.37, 0.83
3798, 0.28, 1.39, 6.39, 0.83
3799, 0.28, 1.39, 6.41, 0.84
3800, 0.28, 1.4, 6.42, 0.84
3801, 0.28, 1.4, 6.44, 0.84
3802, 0.28, 1.4, 6.46, 0.84
3803, 0.28, 1.41, 6.48, 0.85
3804, 0.28, 1.41, 6.5, 0.85
3805, 0.28, 1.42, 6.52, 0.85
3806, 0.28, 1.42, 6.53, 0.85
3807, 0.28, 1.42, 6.55, 0.85
3808, 0.29, 1.43, 6.57, 0.86
3809, 0.29, 1.43, 6.59, 0.86
3810, 0.29, 1.44, 6.61, 0.86
3811, 0.29, 1.44, 6.63, 0.86
3812, 0.29, 1.45, 6.65, 0.87
3813, 0.29, 1.45, 6.67, 0.87
3814, 0.29, 1.45, 6.69, 0.87
3815, 0.29, 1.46, 6.71, 0.87
3816, 0.29, 1.46, 6.73, 0.88
3817, 0.29, 1.47, 6.74, 0.88
3818, 0.29, 1.47, 6.76, 0.88
3819, 0.29, 1.47, 6.78, 0.88
3820, 0.3, 1.48, 6.8, 0.89
3821, 0.3, 1.48, 6.82, 0.89
3822, 0.3, 1.49, 6.85, 0.89
3823, 0.3, 1.49, 6.87, 0.9
3824, 0.3, 1.5, 6.89, 0.9
3825, 0.3, 1.5, 6.91, 0.9
3826, 0.3, 1.51, 6.93, 0.9
3827, 0.3, 1.51, 6.95, 0.91
3828, 0.3, 1.52, 6.97, 0.91
3829, 0.3, 1.52, 6.99, 0.91
3830, 0.3, 1.22, 7.01, 0.91
3831, 0.31, 1.22, 7.03, 0.92
3832, 0.31, 1.23, 7.06, 0.92
3833, 0.31, 1.23, 7.08, 0.92
3834, 0.31, 1.23, 7.1, 0.93
3835, 0.31, 1.24, 7.12, 0.93
3836, 0.31, 1.24, 7.14, 0.93
3837, 0.31, 1.25, 7.17, 0.93
3838, 0.31, 1.25, 7.19, 0.94
3839, 0.31, 1.25, 7.21, 0.94
3840, 0.31, 1.26, 7.23, 0.94
3841, 0.32, 1.26, 7.26, 0.95
3842, 0.32, 1.27, 7.28, 0.95
3843, 0.32, 1.27, 7.3, 0.95
3844, 0.32, 1.27, 7.32, 0.96
3845, 0.32, 1.28, 7.35, 0.96
3846, 0.32, 1.28, 7.37, 0.96
3847, 0.32, 1.29, 7.4, 0.96
3848, 0.32, 1.29, 7.42, 0.97
3849, 0.32, 1.29, 7.44, 0.97
3850, 0.32, 1.3, 7.47, 0.97
3851, 0.33, 1.3, 7.49, 0.98
3852, 0.33, 1.31, 7.52, 0.98
3853, 0.33, 1.31, 7.54, 0.98
3854, 0.33, 1.32, 7.57, 0.99
3855, 0.33, 1.32, 7.59, 0.99
3856, 0.33, 1.32, 7.62, 0.99
3857, 0.33, 1.33, 7.31, 1.0
3858, 0.33, 1.33, 7.0, 1.0
3859, 0.33, 1.34, 6.69, 1.0
3860, 0.34, 1.34, 6.38, 1.01
3861, 0.34, 1.35, 6.06, 1.01
3862, 0.34, 1.35, 5.74, 1.01
3863, 0.34, 1.36, 5.42, 1.02
3864, 0.34, 1.36, 5.1, 1.02
3865, 0.34, 1.02, 4.78, 1.02
3866, 0.34, 1.03, 4.45, 1.03
3867, 0.34, 1.03, 4.12, 1.03
3868, 0.34, 1.03, 4.14, 1.03
3869, 0.35, 1.04, 4.15, 1.04
3870, 0.35, 1.04, 4.17, 1.04
3871, 0.35, 1.05, 4.18, 1.05
3872, 0.35, 1.05, 4.2, 1.05
3873, 0.35, 1.05, 4.21, 1.05
3874, 0.35, 1.06, 4.23, 1.06
3875, 0.35, 1.06, 4.24, 1.06
3876, 0.35, 1.06, 4.26, 1.06
3877, 0.36, 1.07, 4.27, 1.07
3878, 0.36, 1.07, 4.29, 1.07
3879, 0.36, 1.08, 4.3, 1.08
3880, 0.36, 1.08, 4.32, 1.08
3881, 0.36, 1.08, 4.33, 1.08
3882, 0.36, 1.09, 4.35, 1.09
3883, 0.36, 1.09, 4.36, 1.09
3884, 0.36, 1.09, 4.38, 1.09
3885, 0.37, 1.1, 4.4, 1.1
3886, 0.37, 1.1, 4.41, 1.1
3887, 0.37, 1.11, 4.43, 1.11
3888, 0.37, 1.11, 4.44, 1.11
3889, 0.37, 1.12, 4.46, 1.12
3890, 0.37, 1.12, 4.48, 1.12
3891, 0.37, 1.12, 4.49, 1.12
3892, 0.38, 1.13, 4.51, 1.13
3893, 0.38, 1.13, 4.53, 1.13
3894, 0.38, 1.14, 4.55, 1.14
3895, 0.38, 1.14, 4.56, 1.14
3896, 0.38, 1.15, 4.58, 1.15
3897, 0.38, 1.15, 4.6, 1.15
3898, 0.38, 1.15, 4.62, 1.15
3899, 0.39, 1.16, 4.63, 1.16
3900, 0.39, 1.16, 4.65, 1.16
3901, 0.39, 1.17, 4.67, 1.17
3902, 0.39, 1.17, 4.69, 1.17
3903, 0.39, 1.18, 4.71, 1.18
3904, 0.39, 1.18, 4.72, 1.18
3905, 0.4, 1.19, 4.74, 1.19
3906, 0.4, 1.19, 4.76, 1.19
3907, 0.4, 1.2, 4.78, 1.2
3908, 0.4, 1.2, 4.8, 1.2
3909, 0.4, 1.2, 4.82, 1.2
3910, 0.4, 1.21, 4.84, 1.21
3911, 0.4, 1.21, 4.86, 1.21
3912, 0.41, 1.22, 4.88, 1.22
3913, 0.41, 1.22, 4.9, 1.22
3914, 0.41, 1.23, 4.92, 1.23
3915, 0.41, 1.23, 4.94, 1.23
3916, 0.41, 1.24, 4.96, 0.83
3917, 0.41, 1.24, 4.98, 0.83
3918, 0.42, 1.25, 5.0, 0.83
3919, 0.42, 1.26, 5.02, 0.84
3920, 0.42, 1.26, 5.04, 0.84
3921, 0.42, 1.27, 5.06, 0.84
3922, 0.42, 1.27, 5.08, 0.85
3923, 0.43, 1.28, 5.11, 0.85
3924, 0.43, 1.28, 5.13, 0.85
3925, 0.43, 1.29, 5.15, 0.86
3926, 0.43, 1.29, 5.17, 0.86
3927, 0.43, 1.3, 5.19, 0.87
3928, 0.43, 1.3, 5.22, 0.87
3929, 0.44, 1.31, 5.24, 0.87
3930, 0.44, 1.32, 5.26, 0.88
3931, 0.44, 1.32, 5.29, 0.88
3932, 0.44, 1.33, 5.31, 0.88
3933, 0.44, 1.33, 5.33, 0.89
3934, 0.45, 1.34, 5.36, 0.89
3935, 0.45, 1.35, 5.38, 0.9
3936, 0.45, 1.35, 5.41, 0.9
3937, 0.45, 1.36, 5.43, 0.9
3938, 0.45, 1.36, 5.45, 0.91
3939, 0.46, 1.37, 5.48, 0.91
3940, 0.46, 1.38, 5.5, 0.92
3941, 0.46, 1.38, 5.53, 0.92
3942, 0.46, 1.39, 5.56, 0.93
3943, 0.47, 1.4, 5.58, 0.93
3944, 0.47, 1.4, 5.61, 0.93
3945, 0.47, 1.41, 5.63, 0.94
3946, 0.47, 1.42, 5.66, 0.94
3947, 0.47, 1.42, 5.69, 0.95
3948, 0.48, 1.43, 5.71, 0.95
3949, 0.48, 1.44, 5.74, 0.96
3950, 0.48, 1.44, 5.77, 0.96
3951, 0.48, 1.45, 5.8, 0.97
3952, 0.49, 1.46, 5.83, 0.97
3953, 0.49, 1.46, 5.85, 0.98
3954, 0.49, 1.47, 5.88, 0.98
3955, 0.49, 1.48, 4.43, 0.99
3956, 0.5, 1.49, 3.96, 0.99
3957, 0.5, 1.49, 3.98, 1.0
3958, 0.5, 1.5, 4.0, 1.0
3959, 0.5, 1.51, 4.02, 1.01
3960, 0.51, 1.52, 4.04, 1.01
3961, 0.51, 1.52, 4.06, 1.02
3962, 0.51, 1.53, 4.08, 1.02
3963, 0.51, 1.54, 4.1, 1.03
3964, 0.52, 1.55, 4.12, 1.03
3965, 0.52, 1.55, 4.15, 1.04
3966, 0.52, 1.56, 4.17, 1.04
3967, 0.52, 1.57, 4.19, 1.05
3968, 0.53, 1.58, 4.21, 1.05
3969, 0.53, 1.59, 4.23, 1.06
