F, SD, SB, SC, SE
636, 47.53, 4.2, 64.34, 34.3
637, 46.83, 4.2, 64.33, 34.31
638, 46.7, 4.2, 64.23, 33.72
639, 45.87, 4.18, 64.19, 33.73
640, 45.71, 4.18, 64.21, 33.74
641, 45.72, 4.18, 64.2, 31.25
642, 45.73, 4.18, 64.22, 31.26
643, 45.75, 4.18, 64.24, 31.27
644, 45.76, 4.18, 64.23, 31.27
645, 45.43, 4.18, 64.19, 31.28
646, 45.44, 4.19, 64.18, 29.58
647, 45.09, 4.19, 64.11, 27.4
648, 45.1, 4.19, 64.05, 27.04
649, 45.11, 4.19, 63.07, 23.17
650, 44.64, 4.19, 63.08, 23.09
651, 44.65, 4.19, 63.1, 22.87
652, 43.75, 4.19, 63.12, 22.53
653, 43.31, 4.19, 63.14, 22.54
654, 43.32, 4.2, 63.04, 22.55
655, 43.33, 4.2, 62.92, 22.55
656, 43.18, 4.2, 62.79, 22.56
657, 41.27, 4.2, 62.7, 22.56
658, 41.29, 4.2, 62.71, 22.57
659, 41.3, 4.2, 62.73, 22.58
660, 40.71, 4.2, 62.75, 22.58
661, 40.72, 4.2, 62.74, 22.59
662, 40.5, 4.2, 62.5, 22.6
663, 40.43, 4.21, 62.52, 22.46
664, 40.44, 4.21, 62.28, 22.47
665, 40.45, 4.21, 62.3, 22.42
666, 40.38, 4.21, 62.31, 21.94
667, 40.39, 4.21, 62.19, 20.74
668, 40.23, 4.15, 62.18, 20.74
669, 40.24, 4.16, 62.2, 20.75
670, 40.22, 4.16, 62.21, 20.76
671, 40.15, 4.1, 62.23, 20.76
672, 37.58, 4.1, 62.25, 20.77
673, 37.59, 4.07, 62.27, 20.77
674, 37.51, 4.08, 62.28, 20.78
675, 36.66, 4.08, 62.3, 20.79
676, 36.42, 4.08, 62.32, 20.79
677, 36.43, 4.08, 62.34, 20.8
678, 36.29, 4.08, 62.36, 20.8
679, 34.52, 4.08, 62.37, 20.81
680, 34.53, 4.08, 62.33, 20.82
681, 34.54, 4.08, 62.32, 20.82
682, 34.55, 4.09, 62.34, 20.83
683, 34.53, 4.09, 61.7, 20.83
684, 34.43, 4.09, 60.91, 20.84
685, 34.32, 3.37, 60.64, 20.85
686, 34.33, 3.37, 60.66, 20.85
687, 34.26, 3.37, 60.67, 20.86
688, 34.21, 3.37, 60.63, 20.86
689, 33.99, 3.37, 60.65, 20.87
690, 34.0, 3.37, 60.67, 20.88
691, 33.46, 3.37, 60.69, 20.88
692, 33.47, 3.38, 60.7, 20.89
693, 33.45, 3.38, 60.72, 20.89
694, 33.46, 3.38, 60.68, 20.27
695, 33.47, 3.38, 60.7, 18.45
696, 33.48, 3.35, 60.69, 18.46
697, 33.34, 3.35, 60.7, 18.46
698, 33.35, 3.35, 60.72, 18.47
699, 32.9, 3.35, 60.65, 18.47
700, 29.5, 3.35, 60.58, 18.48
701, 29.51, 3.36, 60.6, 18.48
702, 29.46, 3.36, 60.62, 18.49
703, 29.46, 3.36, 60.61, 18.49
704, 28.0, 3.27, 60.39, 18.5
705, 26.79, 3.27, 60.18, 18.27
706, 26.16, 3.27, 60.17, 18.28
707, 26.17, 3.27, 60.19, 18.28
708, 26.12, 3.28, 60.2, 18.29
709, 25.98, 3.28, 60.1, 18.3
710, 25.75, 3.22, 59.34, 18.3
711, 24.95, 3.19, 59.36, 18.31
712, 24.67, 3.19, 59.37, 18.31
713, 24.67, 3.08, 59.39, 18.32
714, 24.68, 3.08, 59.41, 17.77
715, 24.51, 3.08, 59.42, 16.21
716, 24.52, 3.08, 59.44, 15.86
717, 24.41, 3.08, 59.37, 15.87
718, 24.19, 3.08, 58.37, 15.87
719, 24.19, 3.08, 58.36, 15.88
720, 24.2, 3.08, 58.29, 15.88
721, 24.06, 3.08, 58.31, 15.89
722, 23.81, 3.08, 58.32, 15.89
723, 23.81, 3.09, 58.31, 15.9
724, 23.82, 3.09, 58.27, 15.84
725, 23.83, 3.09, 58.29, 15.85
726, 21.65, 3.09, 58.3, 15.79
727, 21.31, 3.09, 58.23, 15.8
728, 21.31, 3.09, 58.19, 15.66
729, 21.32, 3.09, 58.21, 15.66
730, 21.32, 3.09, 58.05, 15.67
731, 20.69, 3.09, 58.07, 15.67
732, 19.12, 3.09, 56.36, 15.67
733, 18.74, 3.09, 56.38, 15.68
734, 17.58, 3.1, 56.4, 15.68
735, 17.59, 3.1, 55.39, 15.69
736, 17.59, 3.1, 55.38, 15.69
737, 17.6, 3.1, 55.39, 15.7
738, 17.28, 3.1, 55.41, 15.7
739, 17.29, 3.1, 52.68, 15.71
740, 16.65, 3.1, 52.63, 15.71
741, 16.65, 3.1, 52.39, 15.72
742, 16.66, 3.1, 52.17, 14.58
743, 16.66, 3.1, 52.18, 14.58
744, 16.67, 3.1, 52.2, 14.59
745, 16.11, 3.11, 52.18, 14.59
746, 16.12, 3.11, 52.2, 14.07
747, 16.12, 3.11, 52.21, 13.43
748, 16.13, 2.96, 52.23, 13.43
749, 15.78, 2.96, 52.24, 13.44
750, 15.79, 2.96, 52.23, 13.44
751, 15.79, 2.96, 52.19, 13.44
752, 14.56, 2.97, 48.65, 13.45
753, 14.57, 2.97, 48.6, 9.96
754, 14.57, 2.97, 48.62, 9.96
755, 13.84, 2.97, 48.52, 9.96
756, 13.4, 2.97, 48.35, 9.96
757, 13.29, 2.97, 48.37, 5.56
758, 13.29, 2.97, 48.38, 5.38
759, 13.3, 2.97, 48.4, 5.38
760, 13.3, 2.97, 48.41, 5.39
761, 13.31, 2.97, 48.07, 5.39
762, 13.31, 2.97, 48.03, 5.39
763, 12.87, 2.97, 47.92, 5.39
764, 12.88, 2.98, 47.94, 5.39
765, 12.7, 2.98, 47.95, 5.39
766, 12.71, 2.98, 47.97, 5.4
767, 12.71, 2.98, 47.98, 5.4
768, 10.94, 2.98, 47.96, 5.4
769, 10.95, 2.98, 47.98, 5.4
770, 10.95, 2.77, 47.93, 3.98
771, 10.95, 2.78, 47.95, 3.99
772, 10.96, 2.69, 47.96, 3.99
773, 10.96, 2.69, 47.74, 3.99
774, 10.79, 2.69, 47.75, 3.93
775, 10.79, 2.69, 47.77, 3.93
776, 10.79, 2.69, 47.78, 3.93
777, 4.32, 2.69, 47.8, 3.93
778, 4.32, 2.63, 47.81, 3.93
779, 4.32, 2.63, 47.82, 3.94
780, 4.32, 2.63, 47.84, 3.94
781, 4.32, 2.64, 47.85, 3.94
782, 4.32, 2.64, 47.54, 3.94
783, 4.33, 2.64, 45.54, 3.94
784, 4.33, 2.64, 45.55, 3.94
785, 4.33, 2.64, 43.17, 3.94
786, 4.33, 2.64, 41.93, 3.94
787, 4.33, 2.64, 41.95, 3.95
788, 4.33, 2.64, 41.9, 3.95
789, 4.33, 2.64, 41.91, 3.95
790, 4.33, 2.64, 41.92, 3.95
791, 4.34, 2.64, 41.91, 3.95
792, 4.34, 2.64, 41.92, 3.95
793, 4.34, 2.64, 41.93, 3.95
794, 4.34, 2.65, 41.94, 3.95
795, 4.34, 2.65, 41.93, 3.95
796, 4.34, 2.65, 41.94, 3.96
797, 4.34, 2.65, 41.95, 3.96
798, 4.35, 2.65, 41.96, 3.96
799, 4.35, 2.65, 41.98, 3.96
800, 4.35, 2.65, 41.99, 3.96
801, 4.35, 2.65, 42.0, 3.96
802, 4.35, 2.65, 42.01, 3.96
803, 4.35, 2.65, 41.79, 3.96
804, 4.35, 2.65, 41.8, 3.97
805, 4.35, 2.65, 41.37, 3.97
806, 4.36, 2.66, 41.38, 3.97
807, 4.36, 2.66, 40.88, 3.97
808, 4.3, 2.66, 40.9, 3.97
809, 4.3, 2.66, 40.91, 3.97
810, 4.3, 2.66, 40.92, 3.97
811, 4.3, 2.66, 40.93, 3.97
812, 4.3, 2.66, 40.94, 3.97
813, 4.3, 2.66, 40.96, 3.98
814, 4.31, 2.66, 40.7, 3.98
815, 4.31, 2.66, 40.65, 3.98
816, 4.31, 2.66, 40.66, 3.98
817, 4.31, 2.66, 40.68, 3.98
818, 4.31, 2.66, 40.63, 3.98
819, 4.31, 2.67, 40.61, 3.98
820, 4.31, 2.67, 40.62, 3.98
821, 4.32, 2.67, 40.64, 3.99
822, 4.32, 2.67, 40.65, 3.99
823, 4.32, 2.67, 40.54, 3.99
824, 4.32, 2.67, 40.4, 3.99
825, 4.32, 2.67, 40.38, 3.99
826, 4.32, 2.67, 40.4, 3.99
827, 4.32, 2.67, 40.41, 3.99
828, 4.32, 2.52, 40.42, 3.99
829, 4.33, 2.52, 40.43, 4.0
830, 4.33, 2.34, 40.44, 4.0
831, 4.18, 2.34, 40.19, 4.0
832, 4.18, 2.35, 40.2, 4.0
833, 4.18, 2.35, 40.21, 4.0
834, 4.18, 2.35, 40.22, 4.0
835, 4.18, 2.35, 40.2, 4.0
836, 4.18, 2.35, 40.22, 4.0
837, 4.19, 2.35, 40.23, 4.0
838, 4.19, 2.35, 40.24, 4.01
839, 4.19, 2.32, 40.25, 4.01
840, 4.19, 2.02, 40.27, 4.01
841, 4.19, 2.02, 40.25, 4.01
842, 4.19, 2.02, 39.87, 4.01
843, 4.19, 2.02, 39.58, 4.01
844, 4.19, 2.02, 39.59, 4.01
845, 4.2, 1.84, 39.6, 4.01
846, 4.2, 1.84, 39.61, 4.02
847, 4.2, 1.84, 39.63, 4.02
848, 4.2, 1.84, 39.4, 4.02
849, 4.2, 1.84, 39.41, 4.02
850, 4.2, 1.33, 39.42, 4.02
851, 4.2, 1.33, 39.43, 4.02
852, 4.2, 1.33, 39.44, 4.02
853, 4.21, 1.33, 39.46, 2.39
854, 4.21, 1.33, 39.47, 2.39
855, 4.21, 1.33, 39.48, 2.39
856, 4.21, 1.33, 39.49, 2.39
857, 4.21, 1.33, 39.5, 2.39
858, 4.21, 1.33, 39.52, 2.06
859, 4.21, 1.33, 39.53, 2.06
860, 4.21, 1.33, 39.54, 2.06
861, 4.22, 1.33, 39.55, 2.06
862, 4.22, 1.33, 39.56, 2.06
863, 4.22, 1.34, 39.58, 2.06
864, 4.22, 1.34, 39.59, 2.06
865, 4.22, 1.34, 39.23, 2.06
866, 4.22, 1.34, 39.19, 2.07
867, 4.22, 1.34, 39.2, 2.07
868, 4.22, 1.34, 38.02, 2.07
869, 4.23, 1.34, 38.04, 2.07
870, 4.23, 1.34, 37.47, 2.07
871, 4.23, 1.34, 37.48, 2.07
872, 4.23, 1.34, 37.49, 2.07
873, 2.4, 1.34, 37.11, 2.07
874, 2.41, 1.34, 37.12, 2.07
875, 2.41, 1.34, 37.13, 2.07
876, 2.41, 1.34, 37.14, 2.07
877, 2.41, 1.34, 37.15, 2.07
878, 2.41, 1.34, 37.16, 2.07
879, 2.41, 1.34, 37.18, 2.07
880, 2.41, 1.34, 37.19, 2.07
881, 2.41, 1.34, 37.2, 2.08
882, 2.41, 1.34, 37.21, 2.08
883, 2.41, 1.34, 37.22, 2.08
884, 2.41, 1.34, 37.23, 2.08
885, 2.41, 1.34, 37.24, 2.08
886, 2.41, 1.34, 37.26, 2.08
887, 2.42, 1.35, 37.27, 2.08
888, 2.42, 1.35, 37.28, 2.08
889, 2.42, 1.35, 37.29, 2.08
890, 2.42, 1.35, 37.3, 2.08
891, 2.23, 1.35, 37.28, 2.08
892, 2.24, 1.35, 37.29, 2.08
893, 2.24, 1.35, 37.3, 2.08
894, 2.24, 1.35, 37.32, 2.08
895, 2.24, 1.35, 37.33, 2.08
896, 2.24, 1.35, 37.22, 2.08
897, 2.24, 1.35, 37.23, 2.09
898, 2.24, 1.35, 37.24, 2.09
899, 2.24, 1.35, 37.25, 2.09
900, 2.24, 1.35, 37.26, 2.09
901, 2.24, 1.35, 37.27, 2.09
902, 2.24, 1.35, 37.29, 2.09
903, 2.24, 1.35, 37.3, 2.09
904, 2.24, 1.35, 37.25, 2.09
905, 2.24, 1.35, 37.13, 2.09
906, 1.75, 1.35, 37.15, 2.09
907, 1.75, 1.35, 37.16, 2.09
908, 1.75, 1.35, 37.17, 2.09
909, 1.75, 1.35, 36.78, 2.09
910, 1.75, 1.35, 36.79, 2.09
911, 1.76, 1.36, 36.8, 2.09
912, 1.76, 1.36, 36.81, 2.09
913, 1.76, 1.36, 35.87, 2.1
914, 1.76, 1.36, 35.88, 2.1
915, 1.76, 1.36, 35.89, 2.1
916, 1.76, 1.36, 35.9, 2.1
917, 1.76, 1.36, 35.91, 2.1
918, 1.76, 1.36, 35.93, 2.1
919, 1.76, 1.36, 35.94, 2.1
920, 1.76, 1.36, 35.95, 2.1
921, 1.76, 1.36, 34.82, 2.1
922, 1.76, 1.36, 34.83, 2.1
923, 1.76, 1.36, 34.84, 2.1
924, 1.76, 1.36, 34.85, 2.1
925, 1.76, 1.36, 34.8, 2.1
926, 1.76, 1.36, 34.81, 2.1
927, 1.76, 1.36, 34.82, 2.1
928, 1.76, 1.36, 34.83, 2.11
929, 1.77, 1.36, 34.84, 2.11
930, 1.77, 1.36, 34.85, 2.11
931, 1.77, 1.36, 34.86, 2.11
932, 1.64, 1.36, 34.81, 2.11
933, 1.64, 1.36, 34.82, 2.11
934, 1.64, 1.36, 34.83, 2.11
935, 1.64, 1.37, 25.35, 2.11
936, 1.64, 1.37, 25.36, 2.11
937, 1.65, 1.37, 25.36, 2.11
938, 1.49, 1.37, 24.88, 2.11
939, 1.49, 1.37, 24.88, 2.11
940, 1.49, 1.37, 24.89, 2.11
941, 1.49, 1.37, 24.84, 2.11
942, 1.49, 1.37, 24.84, 2.11
943, 1.49, 1.37, 24.85, 2.12
944, 1.49, 1.37, 24.83, 2.12
945, 1.49, 1.37, 24.84, 2.12
946, 1.49, 1.37, 24.84, 2.12
947, 1.49, 1.37, 24.85, 2.12
948, 1.5, 1.37, 24.86, 2.12
949, 1.5, 1.37, 24.87, 2.12
950, 1.5, 1.37, 24.88, 2.12
951, 1.5, 1.37, 24.88, 2.12
952, 1.5, 1.37, 24.89, 2.12
953, 1.5, 1.37, 24.9, 2.12
954, 1.5, 1.37, 24.91, 2.12
955, 1.5, 1.37, 24.91, 2.12
956, 1.5, 1.37, 24.92, 2.12
957, 1.5, 1.37, 24.93, 2.12
958, 1.5, 1.38, 24.94, 2.13
959, 1.5, 1.38, 24.95, 2.13
960, 1.5, 1.38, 22.8, 2.13
961, 1.5, 1.38, 22.8, 2.13
962, 1.5, 1.38, 22.81, 2.13
963, 1.5, 1.38, 22.82, 2.13
964, 1.5, 1.38, 22.82, 2.13
965, 1.5, 1.38, 22.83, 2.13
966, 1.5, 1.38, 22.84, 2.13
967, 1.5, 1.38, 22.78, 2.13
968, 1.5, 1.38, 22.79, 1.66
969, 1.51, 1.38, 22.8, 1.66
970, 1.51, 1.38, 22.8, 1.66
971, 1.51, 1.38, 22.81, 1.66
972, 1.51, 1.38, 22.82, 1.66
973, 1.51, 1.38, 22.67, 1.66
974, 1.51, 1.38, 22.68, 1.66
975, 1.51, 1.38, 22.68, 1.67
976, 1.51, 1.38, 22.69, 1.67
977, 1.51, 1.38, 22.7, 1.67
978, 1.51, 1.38, 22.67, 1.67
979, 1.51, 1.38, 22.68, 1.67
980, 1.51, 1.38, 22.69, 1.67
981, 1.51, 1.38, 22.69, 1.67
982, 1.51, 1.39, 22.7, 1.67
983, 1.51, 1.39, 22.71, 1.67
984, 1.51, 1.39, 22.72, 1.67
985, 1.51, 1.39, 22.72, 1.67
986, 1.51, 1.39, 22.73, 1.67
987, 1.51, 1.39, 22.74, 1.67
988, 1.51, 1.39, 22.74, 1.67
989, 1.51, 1.39, 22.75, 1.67
990, 1.52, 1.39, 22.76, 1.67
991, 1.52, 1.39, 22.77, 1.67
992, 1.52, 1.39, 22.77, 1.58
993, 1.52, 1.39, 22.78, 1.58
994, 1.52, 1.39, 22.79, 1.58
995, 1.52, 1.39, 22.79, 1.58
996, 1.52, 1.39, 22.8, 1.58
997, 1.52, 1.39, 22.81, 1.58
998, 1.52, 1.39, 22.82, 1.58
999, 1.52, 1.39, 22.57, 1.58
1000, 1.52, 1.39, 22.58, 1.58
1001, 1.52, 1.39, 22.58, 1.58
1002, 1.52, 1.39, 21.32, 1.58
1003, 1.52, 1.39, 21.33, 1.58
1004, 1.52, 1.4, 21.34, 1.59
1005, 1.52, 1.4, 21.34, 1.59
1006, 1.52, 1.4, 21.22, 1.59
1007, 1.52, 1.4, 21.23, 1.59
1008, 1.52, 1.4, 21.24, 1.59
1009, 1.52, 1.4, 21.24, 1.59
1010, 1.24, 1.4, 21.25, 1.59
1011, 1.24, 1.4, 21.26, 1.59
1012, 1.24, 1.4, 21.27, 1.59
1013, 1.24, 1.4, 21.27, 1.59
1014, 1.24, 1.4, 21.28, 1.53
1015, 1.24, 1.4, 21.29, 1.53
1016, 1.24, 1.4, 21.29, 1.53
1017, 1.24, 1.4, 21.11, 1.53
1018, 1.24, 1.4, 21.11, 1.53
1019, 1.24, 1.4, 21.06, 1.53
1020, 1.18, 1.4, 21.06, 1.53
1021, 1.18, 1.4, 21.07, 1.53
1022, 1.18, 1.4, 21.08, 1.53
1023, 1.18, 1.4, 21.08, 1.53
1024, 1.18, 1.4, 21.09, 1.53
1025, 1.18, 1.28, 21.1, 1.53
1026, 1.18, 1.28, 21.1, 1.53
1027, 1.18, 1.28, 20.98, 1.53
1028, 1.18, 1.28, 20.99, 1.53
1029, 1.18, 1.28, 21.0, 1.53
1030, 1.18, 1.28, 21.0, 1.53
1031, 1.18, 1.28, 21.01, 1.54
1032, 1.18, 1.28, 21.02, 1.54
1033, 1.18, 1.28, 21.02, 1.54
1034, 1.18, 1.28, 21.03, 1.54
1035, 1.18, 1.28, 21.04, 1.54
1036, 1.19, 1.28, 21.04, 1.54
1037, 1.19, 1.28, 21.05, 1.54
1038, 1.19, 1.28, 21.06, 1.54
1039, 1.19, 1.28, 21.06, 1.54
1040, 1.19, 1.28, 21.07, 1.54
1041, 1.15, 1.28, 21.05, 1.54
1042, 1.16, 1.28, 21.05, 1.54
1043, 1.16, 1.28, 21.06, 1.54
1044, 1.16, 1.28, 20.62, 1.54
1045, 1.16, 1.28, 20.4, 1.54
1046, 1.16, 1.29, 20.4, 1.54
1047, 1.16, 1.29, 20.41, 1.54
1048, 1.0, 1.29, 20.42, 1.54
1049, 1.0, 1.29, 20.42, 1.54
1050, 1.0, 1.29, 20.43, 1.54
1051, 1.0, 1.29, 20.44, 1.54
1052, 1.0, 1.29, 20.44, 1.55
1053, 1.0, 1.29, 20.45, 1.55
1054, 1.0, 1.29, 20.46, 1.55
1055, 1.0, 1.29, 20.46, 1.55
1056, 1.0, 1.29, 20.41, 1.55
1057, 1.0, 1.29, 20.41, 1.55
1058, 1.0, 1.29, 20.42, 1.55
1059, 1.0, 1.29, 20.43, 1.55
1060, 1.0, 1.29, 20.43, 1.55
1061, 1.0, 1.29, 20.44, 1.55
1062, 1.0, 1.29, 20.45, 1.55
1063, 1.0, 1.29, 20.45, 1.55
1064, 1.0, 1.29, 20.46, 1.55
1065, 1.0, 1.29, 20.47, 1.55
1066, 1.0, 1.29, 20.47, 1.55
1067, 1.0, 1.29, 20.48, 1.55
1068, 1.0, 1.29, 20.42, 1.55
1069, 1.0, 1.1, 20.43, 1.55
1070, 1.0, 1.1, 20.43, 1.55
1071, 1.0, 1.1, 20.44, 1.55
1072, 1.0, 1.1, 20.45, 1.56
1073, 1.0, 1.1, 20.45, 1.56
1074, 1.01, 1.1, 20.46, 1.56
1075, 1.01, 1.1, 20.47, 1.56
1076, 1.01, 1.1, 20.47, 1.56
1077, 1.01, 1.1, 20.48, 1.56
1078, 1.01, 1.1, 20.49, 1.56
1079, 1.01, 1.1, 20.27, 1.56
1080, 1.01, 1.1, 20.27, 1.56
1081, 1.01, 1.1, 18.69, 1.56
1082, 1.01, 1.11, 18.69, 1.56
1083, 1.01, 1.11, 18.7, 1.56
1084, 1.01, 1.11, 18.71, 1.56
1085, 1.01, 1.11, 18.71, 1.56
1086, 1.01, 1.11, 18.72, 1.56
1087, 1.01, 1.11, 18.72, 1.56
1088, 1.01, 1.11, 18.73, 0.72
1089, 1.01, 1.11, 18.74, 0.72
1090, 1.01, 1.11, 18.74, 0.72
1091, 1.01, 1.11, 18.75, 0.72
1092, 1.01, 1.11, 18.75, 0.72
1093, 1.01, 1.11, 18.76, 0.72
1094, 1.01, 1.11, 18.77, 0.72
1095, 1.01, 1.11, 18.77, 0.72
1096, 1.01, 1.11, 18.78, 0.72
1097, 1.01, 1.11, 18.78, 0.72
1098, 1.01, 1.11, 18.79, 0.72
1099, 1.01, 1.11, 18.8, 0.72
1100, 1.01, 1.11, 18.8, 0.72
1101, 0.98, 1.11, 18.81, 0.72
1102, 0.98, 1.11, 18.82, 0.72
1103, 0.98, 1.11, 18.82, 0.72
1104, 0.98, 1.11, 18.83, 0.72
1105, 0.98, 1.11, 18.83, 0.72
1106, 0.98, 1.11, 18.84, 0.72
1107, 0.98, 1.11, 18.85, 0.72
1108, 0.98, 1.11, 18.85, 0.72
1109, 0.98, 1.12, 18.86, 0.72
1110, 0.98, 1.12, 18.86, 0.72
1111, 0.98, 1.12, 18.87, 0.72
1112, 0.98, 1.12, 18.88, 0.72
1113, 0.99, 1.12, 18.88, 0.72
1114, 0.99, 1.12, 18.89, 0.72
1115, 0.99, 1.12, 18.9, 0.72
1116, 0.99, 1.12, 18.9, 0.72
1117, 0.99, 1.12, 18.91, 0.72
1118, 0.99, 1.12, 18.91, 0.72
1119, 0.99, 1.12, 18.92, 0.72
1120, 0.99, 1.12, 18.93, 0.72
1121, 0.99, 1.12, 18.93, 0.72
1122, 0.99, 1.12, 18.94, 0.72
1123, 0.99, 1.12, 18.95, 0.72
1124, 0.99, 1.12, 18.95, 0.73
1125, 0.73, 1.12, 18.96, 0.73
1126, 0.73, 1.12, 18.96, 0.73
1127, 0.73, 1.12, 18.97, 0.73
1128, 0.73, 1.12, 18.98, 0.73
1129, 0.73, 1.12, 18.98, 0.73
1130, 0.73, 1.12, 18.99, 0.73
1131, 0.73, 1.12, 19.0, 0.73
1132, 0.73, 1.12, 19.0, 0.73
1133, 0.66, 1.12, 19.01, 0.73
1134, 0.66, 1.12, 19.01, 0.73
1135, 0.66, 1.12, 19.02, 0.73
1136, 0.66, 1.13, 19.03, 0.73
1137, 0.66, 1.13, 19.0, 0.73
1138, 0.66, 1.13, 19.01, 0.73
1139, 0.66, 1.13, 19.01, 0.73
1140, 0.66, 1.13, 19.02, 0.73
1141, 0.66, 1.13, 19.03, 0.73
1142, 0.66, 1.13, 19.03, 0.73
1143, 0.66, 1.13, 19.04, 0.73
1144, 0.66, 1.13, 19.04, 0.73
1145, 0.66, 1.13, 19.05, 0.73
1146, 0.66, 1.13, 19.06, 0.73
1147, 0.66, 1.13, 19.06, 0.73
1148, 0.66, 1.13, 19.07, 0.73
1149, 0.66, 1.13, 19.08, 0.73
1150, 0.66, 1.13, 19.08, 0.73
1151, 0.67, 1.13, 19.09, 0.73
1152, 0.67, 1.13, 19.1, 0.73
1153, 0.67, 1.13, 19.1, 0.73
1154, 0.67, 1.13, 19.11, 0.73
1155, 0.67, 1.13, 19.11, 0.73
1156, 0.67, 1.13, 19.12, 0.73
1157, 0.67, 1.13, 13.53, 0.67
1158, 0.67, 1.13, 13.53, 0.67
1159, 0.67, 1.13, 13.54, 0.67
1160, 0.67, 1.13, 13.54, 0.67
1161, 0.67, 1.13, 13.55, 0.67
1162, 0.67, 1.13, 13.55, 0.67
1163, 0.67, 1.14, 13.56, 0.67
1164, 0.67, 1.14, 13.56, 0.67
1165, 0.67, 1.14, 13.56, 0.67
1166, 0.67, 1.14, 13.57, 0.67
1167, 0.67, 1.14, 13.57, 0.67
1168, 0.67, 1.14, 13.58, 0.67
1169, 0.67, 1.14, 13.58, 0.67
1170, 0.67, 1.14, 13.59, 0.67
1171, 0.67, 1.14, 13.59, 0.67
1172, 0.67, 1.14, 13.6, 0.67
1173, 0.67, 1.14, 13.6, 0.67
1174, 0.67, 1.14, 13.61, 0.67
1175, 0.67, 1.14, 13.61, 0.67
1176, 0.67, 1.14, 13.62, 0.67
1177, 0.67, 1.14, 13.45, 0.67
1178, 0.67, 1.14, 13.46, 0.67
1179, 0.67, 1.14, 13.46, 0.67
1180, 0.67, 1.14, 13.47, 0.67
1181, 0.67, 1.14, 13.47, 0.67
1182, 0.67, 1.14, 13.47, 0.67
1183, 0.67, 1.14, 13.48, 0.67
1184, 0.67, 1.14, 13.48, 0.67
1185, 0.67, 1.14, 13.49, 0.67
1186, 0.67, 1.14, 13.49, 0.67
1187, 0.67, 1.14, 13.5, 0.67
1188, 0.67, 1.14, 13.5, 0.67
1189, 0.67, 1.15, 13.51, 0.67
1190, 0.67, 1.15, 13.51, 0.67
1191, 0.67, 1.15, 13.52, 0.67
1192, 0.67, 1.15, 13.52, 0.67
1193, 0.67, 1.15, 13.52, 0.67
1194, 0.67, 1.15, 13.53, 0.67
1195, 0.67, 1.15, 13.53, 0.67
1196, 0.68, 1.15, 13.4, 0.68
1197, 0.68, 1.15, 13.41, 0.68
1198, 0.68, 1.15, 13.41, 0.68
1199, 0.68, 1.15, 13.42, 0.68
1200, 0.68, 1.15, 13.42, 0.68
1201, 0.68, 1.15, 13.43, 0.68
1202, 0.68, 1.15, 13.43, 0.68
1203, 0.68, 1.15, 13.43, 0.68
1204, 0.68, 1.15, 13.44, 0.64
1205, 0.68, 1.15, 13.44, 0.64
1206, 0.68, 1.15, 13.45, 0.64
1207, 0.68, 1.15, 12.74, 0.64
1208, 0.68, 1.15, 12.75, 0.64
1209, 0.68, 1.15, 12.75, 0.64
1210, 0.68, 1.15, 12.75, 0.64
1211, 0.68, 1.15, 12.76, 0.64
1212, 0.68, 1.15, 12.76, 0.64
1213, 0.68, 1.15, 12.77, 0.65
1214, 0.68, 1.15, 12.77, 0.65
1215, 0.68, 1.16, 12.78, 0.65
1216, 0.68, 1.16, 12.78, 0.65
1217, 0.68, 1.16, 12.78, 0.65
1218, 0.68, 1.16, 12.79, 0.65
1219, 0.68, 1.16, 12.79, 0.65
1220, 0.68, 1.16, 12.8, 0.65
1221, 0.68, 1.16, 12.7, 0.65
1222, 0.68, 1.16, 12.7, 0.65
1223, 0.68, 1.16, 12.71, 0.65
1224, 0.68, 1.16, 12.71, 0.65
1225, 0.68, 1.16, 12.72, 0.58
1226, 0.68, 1.16, 12.72, 0.58
1227, 0.68, 1.16, 12.73, 0.58
1228, 0.68, 1.16, 12.73, 0.58
1229, 0.68, 1.16, 12.7, 0.58
1230, 0.68, 1.16, 12.7, 0.58
1231, 0.68, 1.16, 12.71, 0.58
1232, 0.68, 1.16, 12.71, 0.58
1233, 0.68, 1.16, 12.68, 0.58
1234, 0.68, 1.16, 12.69, 0.58
1235, 0.68, 1.16, 12.69, 0.58
1236, 0.68, 1.16, 12.7, 0.58
1237, 0.68, 1.16, 12.7, 0.58
1238, 0.68, 1.16, 12.71, 0.58
1239, 0.69, 1.16, 12.71, 0.58
1240, 0.69, 1.17, 12.71, 0.58
1241, 0.69, 1.17, 12.72, 0.58
1242, 0.69, 1.17, 12.72, 0.58
1243, 0.69, 1.17, 12.73, 0.58
1244, 0.69, 1.17, 12.73, 0.58
1245, 0.69, 1.17, 12.74, 0.58
1246, 0.69, 1.17, 12.74, 0.58
1247, 0.69, 1.17, 12.74, 0.58
1248, 0.69, 1.17, 12.75, 0.58
1249, 0.69, 1.17, 12.75, 0.58
1250, 0.69, 1.17, 12.76, 0.58
1251, 0.69, 1.17, 12.76, 0.58
1252, 0.69, 1.17, 12.77, 0.58
1253, 0.69, 1.17, 12.77, 0.59
1254, 0.69, 1.17, 12.78, 0.59
1255, 0.69, 1.17, 12.78, 0.59
1256, 0.69, 1.17, 12.78, 0.52
1257, 0.69, 1.17, 12.79, 0.52
1258, 0.69, 1.17, 12.79, 0.52
